,score,time
0,0.8666666666666667,0.09364914894104004
1,0.7666666666666667,0.1027536392211914
2,0.8333333333333334,0.10474228858947754
3,0.85,0.09812402725219727
4,0.9333333333333333,0.09433436393737793
5,0.85,0.09804296493530273
6,0.9166666666666666,0.09858036041259766
7,0.8666666666666667,0.09770894050598145
8,0.9333333333333333,0.0968329906463623
9,0.8166666666666667,0.09323787689208984
10,0.9,0.09548544883728027
11,0.8666666666666667,0.09676551818847656
12,0.8166666666666667,0.09562397003173828
13,0.9666666666666667,0.09675335884094238
14,0.9166666666666666,0.1016538143157959
15,0.8833333333333333,0.0971071720123291
16,0.8666666666666667,0.1041879653930664
17,0.8833333333333333,0.10696601867675781
18,0.9166666666666666,0.10233402252197266
19,0.85,0.1125340461730957
20,0.9,0.1026010513305664
21,0.9333333333333333,0.10120511054992676
22,0.9,0.10106205940246582
23,0.8833333333333333,0.10503196716308594
24,0.9,0.09850907325744629
